TaskNumber,EstimateOn,StartedOn,CompletedOn
5279,03-Apr-06,03-Apr-06,03-Apr-06
5280,03-Apr-06,03-Apr-06,08-May-06
5281,04-Apr-06,20-Apr-06,20-Apr-06
5282,04-Apr-06,04-Apr-06,
5283,04-Apr-06,04-Apr-06,04-Apr-06
5284,04-Apr-06,04-Apr-06,04-Apr-06
5286,05-Apr-06,11-Apr-06,11-Apr-06
5287,05-Apr-06,12-Apr-06,12-Apr-06
5288,05-Apr-06,18-Apr-06,16-May-06
5289,05-Apr-06,07-Apr-06,07-Apr-06
5290,05-Apr-06,12-Apr-06,12-Apr-06
5291,05-Apr-06,07-Apr-06,07-Apr-06
5292,05-Apr-06,10-Apr-06,11-Apr-06
5293,05-Apr-06,07-Apr-06,07-Apr-06
5294,05-Apr-06,10-Apr-06,10-Apr-06
5295,05-Apr-06,07-Apr-06,09-Jun-06
5297,05-Apr-06,11-Jan-07,11-Jan-07
5298,05-Apr-06,12-Apr-06,12-Apr-06
5299,05-Apr-06,07-Apr-06,07-Apr-06
5300,05-Apr-06,,
5301,05-Apr-06,11-Apr-06,11-Apr-06
5302,05-Apr-06,12-Apr-06,12-Apr-06
5303,05-Apr-06,11-Apr-06,11-Apr-06
5304,05-Apr-06,25-Apr-06,30-Jun-06
5305,05-Apr-06,05-Apr-06,05-Apr-06
5306,05-Apr-06,11-Apr-06,11-Apr-06
5307,05-Apr-06,,
5308,05-Apr-06,05-Apr-06,07-Apr-06
5309,05-Apr-06,12-Apr-06,12-Apr-06
5310,06-Apr-06,06-Apr-06,06-Apr-06
5311,06-Apr-06,06-Apr-06,06-Apr-06
5312,06-Apr-06,06-Apr-06,12-Apr-06
5313,06-Apr-06,06-Apr-06,
5314,06-Apr-06,06-Apr-06,06-Apr-06
5315,06-Apr-06,06-Apr-06,06-Apr-06
5316,06-Apr-06,06-Apr-06,06-Apr-06
5317,06-Apr-06,06-Apr-06,05-Jun-06
5318,07-Apr-06,07-Apr-06,07-Apr-06
5319,07-Apr-06,07-Apr-06,07-Apr-06
5320,07-Apr-06,07-Apr-06,07-Apr-06
5321,07-Apr-06,07-Apr-06,07-Apr-06
5322,07-Apr-06,07-Apr-06,07-Apr-06
5323,07-Apr-06,07-Apr-06,07-Apr-06
5324,07-Apr-06,07-Apr-06,07-Apr-06
5325,07-Apr-06,07-Apr-06,10-Apr-06
5326,07-Apr-06,07-Apr-06,10-May-06
5327,07-Apr-06,07-Apr-06,10-Apr-06
5328,07-Apr-06,07-Apr-06,27-Oct-06
5330,10-Apr-06,10-Apr-06,13-Apr-06
5332,10-Apr-06,18-Apr-06,18-Apr-06
5333,10-Apr-06,10-Apr-06,11-Apr-06
5335,10-Apr-06,10-Apr-06,10-Apr-06
5336,10-Apr-06,10-Apr-06,10-Apr-06
5337,10-Apr-06,10-Apr-06,10-Apr-06
5338,10-Apr-06,10-Apr-06,13-Mar-07
5339,10-Apr-06,10-Apr-06,10-Apr-06
5340,10-Apr-06,10-Apr-06,11-Apr-06
5340,10-Apr-06,10-Apr-06,11-Apr-06
5341,10-Apr-06,09-May-06,09-May-06
5342,11-Apr-06,11-Apr-06,27-Oct-06
5343,11-Apr-06,13-Apr-06,13-Apr-06
5344,11-Apr-06,11-Apr-06,11-Apr-06
5345,12-Apr-06,12-Apr-06,12-Apr-06
5346,12-Apr-06,,
5347,12-Apr-06,12-Apr-06,19-Apr-06
5347,12-Apr-06,12-Apr-06,19-Apr-06
5349,12-Apr-06,12-Apr-06,12-Apr-06
5350,12-Apr-06,12-Apr-06,12-Apr-06
5353,13-Apr-06,18-Apr-06,18-Apr-06
5354,13-Apr-06,13-Apr-06,13-Apr-06
5355,18-Apr-06,18-Apr-06,18-Apr-06
5356,13-Apr-06,13-Apr-06,03-Jul-06
5358,18-Apr-06,18-Apr-06,18-Apr-06
5361,18-Apr-06,18-Apr-06,21-Apr-06
5362,18-Apr-06,18-Apr-06,02-May-06
5363,18-Apr-06,18-Apr-06,19-Apr-06
5364,18-Apr-06,18-Apr-06,19-Apr-06
5365,19-Apr-06,19-Apr-06,19-Apr-06
5365,19-Apr-06,19-Apr-06,19-Apr-06
5366,19-Apr-06,19-Apr-06,21-Apr-06
5366,19-Apr-06,19-Apr-06,21-Apr-06
5366,19-Apr-06,19-Apr-06,21-Apr-06
5367,19-Apr-06,19-Apr-06,19-Apr-06
5368,19-Apr-06,19-Apr-06,21-Apr-06
5368,19-Apr-06,19-Apr-06,21-Apr-06
5369,19-Apr-06,19-Apr-06,19-Apr-06
5370,20-Apr-06,20-Apr-06,08-May-06
5373,20-Apr-06,20-Apr-06,20-Apr-06
5374,20-Apr-06,20-Apr-06,20-Apr-06
5375,20-Apr-06,20-Apr-06,20-Apr-06
5376,20-Apr-06,20-Apr-06,20-Apr-06
5377,20-Apr-06,20-Apr-06,20-Apr-06
5378,20-Apr-06,20-Apr-06,20-Apr-06
5379,20-Apr-06,20-Apr-06,21-Apr-06
5380,20-Apr-06,20-Apr-06,20-Apr-06
5382,20-Apr-06,20-Apr-06,27-Oct-06
5386,21-Apr-06,21-Apr-06,21-Apr-06
5388,21-Apr-06,21-Apr-06,21-Apr-06
5389,21-Apr-06,21-Apr-06,21-Apr-06
5390,21-Apr-06,21-Apr-06,02-May-06
5391,21-Apr-06,21-Apr-06,25-Jul-06
5392,24-Apr-06,24-Apr-06,24-Apr-06
5393,24-Apr-06,24-Apr-06,24-Apr-06
5394,24-Apr-06,24-Apr-06,25-Jul-06
5394,24-Apr-06,24-Apr-06,25-Jul-06
5395,24-Apr-06,24-Apr-06,28-Apr-06
5395,24-Apr-06,24-Apr-06,28-Apr-06
5395,24-Apr-06,24-Apr-06,28-Apr-06
5396,24-Apr-06,24-Apr-06,03-May-06
5397,24-Apr-06,24-Apr-06,25-Jul-06
5398,25-Apr-06,25-Apr-06,07-Jan-08
5398,25-Apr-06,25-Apr-06,07-Jan-08
5399,25-Apr-06,25-Apr-06,08-May-06
5400,25-Apr-06,25-Apr-06,09-May-06
5401,25-Apr-06,25-Apr-06,07-Jan-08
5401,25-Apr-06,25-Apr-06,07-Jan-08
5402,25-Apr-06,25-Apr-06,25-Apr-06
5402,25-Apr-06,25-Apr-06,25-Apr-06
5403,26-Apr-06,26-Apr-06,26-Apr-06
5404,26-Apr-06,26-Apr-06,25-Jul-06
5405,26-Apr-06,26-Apr-06,26-Apr-06
5406,26-Apr-06,03-May-06,02-Jun-06
5407,26-Apr-06,26-Apr-06,26-Apr-06
5408,26-Apr-06,26-Apr-06,26-Apr-06
5412,26-Apr-06,26-Apr-06,26-Apr-06
5413,26-Apr-06,26-Apr-06,26-Apr-06
5414,26-Apr-06,26-Apr-06,21-Jun-06
5415,26-Apr-06,26-Apr-06,26-Apr-06
5416,26-Apr-06,26-Apr-06,26-Apr-06
5417,26-Apr-06,26-Apr-06,
5418,27-Apr-06,27-Apr-06,27-Apr-06
5419,27-Apr-06,11-May-06,11-May-06
5420,27-Apr-06,27-Apr-06,27-Apr-06
5422,27-Apr-06,27-Apr-06,27-Apr-06
5424,27-Apr-06,28-Apr-06,28-Apr-06
5425,27-Apr-06,28-Apr-06,02-May-06
5427,27-Apr-06,27-Apr-06,27-Apr-06
5428,27-Apr-06,27-Apr-06,14-Mar-08
5429,27-Apr-06,27-Apr-06,27-Apr-06
5431,28-Apr-06,28-Apr-06,28-Apr-06
5431,28-Apr-06,28-Apr-06,28-Apr-06
5432,28-Apr-06,28-Apr-06,28-Apr-06
5432,28-Apr-06,28-Apr-06,28-Apr-06
5433,28-Apr-06,28-Apr-06,09-May-06
5434,28-Apr-06,28-Apr-06,02-May-06
5435,02-May-06,02-May-06,02-May-06
5436,02-May-06,02-May-06,17-Jul-06
5436,02-May-06,02-May-06,17-Jul-06
5438,02-May-06,02-May-06,31-May-06
5439,02-May-06,03-May-06,05-Jun-06
5440,02-May-06,02-May-06,05-May-06
5441,02-May-06,02-May-06,31-May-06
5442,02-May-06,02-May-06,
5443,02-May-06,02-May-06,02-May-06
5444,02-May-06,04-May-06,04-May-06
5445,02-May-06,02-May-06,25-May-06
5445,02-May-06,02-May-06,25-May-06
5446,02-May-06,02-May-06,02-May-06
5447,02-May-06,,
5449,03-May-06,03-May-06,03-May-06
5450,03-May-06,03-May-06,03-May-06
5451,03-May-06,03-May-06,03-May-06
5451,03-May-06,03-May-06,03-May-06
5453,03-May-06,03-May-06,03-May-06
5454,03-May-06,03-May-06,
5454,03-May-06,03-May-06,
5455,03-May-06,03-May-06,25-Jul-06
5456,04-May-06,04-May-06,04-May-06
5457,04-May-06,04-May-06,04-May-06
5458,04-May-06,10-May-06,10-May-06
5459,04-May-06,10-May-06,10-May-06
5460,04-May-06,04-May-06,04-May-06
5461,04-May-06,09-May-06,09-May-06
5462,04-May-06,10-May-06,10-May-06
5463,04-May-06,04-May-06,04-May-06
5464,04-May-06,04-May-06,04-May-06
5465,04-May-06,04-May-06,04-May-06
5466,04-May-06,04-May-06,04-May-06
5467,04-May-06,04-May-06,05-Dec-06
5468,04-May-06,04-May-06,04-May-06
5469,04-May-06,04-May-06,25-Jul-06
5471,04-May-06,04-May-06,04-May-06
5472,05-May-06,,02-Jun-06
5473,05-May-06,,05-Jun-07
5474,05-May-06,,
5475,05-May-06,09-May-06,09-May-06
5476,05-May-06,09-Feb-07,09-Feb-07
5477,05-May-06,,08-May-06
5477,05-May-06,,08-May-06
5478,05-May-06,05-May-06,05-May-06
5479,05-May-06,05-May-06,05-May-06
5480,05-May-06,05-May-06,05-Jun-06
5482,05-May-06,05-May-06,25-Jul-06
5482,05-May-06,05-May-06,25-Jul-06
5483,08-May-06,08-May-06,08-May-06
5483,08-May-06,08-May-06,08-May-06
5484,08-May-06,08-May-06,12-May-06
5485,08-May-06,09-May-06,09-May-06
5487,08-May-06,09-May-06,09-May-06
5488,08-May-06,08-May-06,08-May-06
5489,08-May-06,08-May-06,08-May-06
5490,08-May-06,08-May-06,08-May-06
5491,08-May-06,08-May-06,08-May-06
5493,09-May-06,09-May-06,05-Dec-06
5494,09-May-06,09-May-06,09-May-06
5495,09-May-06,09-May-06,09-May-06
5495,09-May-06,09-May-06,09-May-06
5496,09-May-06,09-May-06,09-Jun-06
5497,09-May-06,09-May-06,09-May-06
5498,09-May-06,09-May-06,09-May-06
5499,09-May-06,09-May-06,07-Aug-06
5499,09-May-06,09-May-06,07-Aug-06
5500,09-May-06,09-May-06,09-May-06
5502,09-May-06,09-May-06,09-May-06
5503,10-May-06,10-May-06,07-Jan-08
5503,10-May-06,10-May-06,07-Jan-08
5504,10-May-06,10-May-06,05-Jun-06
5504,10-May-06,10-May-06,05-Jun-06
5505,10-May-06,10-May-06,05-Jun-06
5506,10-May-06,10-May-06,11-May-06
5507,10-May-06,09-Jun-06,09-Jun-06
5508,10-May-06,10-May-06,10-May-06
5509,10-May-06,10-May-06,10-May-06
5510,10-May-06,10-May-06,10-May-06
5511,10-May-06,10-May-06,10-May-06
5512,10-May-06,10-May-06,10-May-06
5513,10-May-06,10-May-06,17-Oct-07
5514,10-May-06,10-May-06,11-May-06
5515,11-May-06,11-May-06,11-May-06
5516,11-May-06,,
5518,11-May-06,11-May-06,14-Mar-08
5519,11-May-06,11-May-06,25-Jul-06
5520,11-May-06,12-May-06,12-May-06
5521,11-May-06,11-May-06,03-Jul-06
5522,11-May-06,11-May-06,27-Oct-06
5523,11-May-06,11-May-06,11-May-06
5524,11-May-06,11-May-06,11-May-06
5525,11-May-06,12-May-06,14-May-06
5526,12-May-06,01-Jun-06,13-May-08
5527,12-May-06,12-May-06,12-May-06
5529,12-May-06,12-May-06,12-May-06
5530,15-May-06,16-May-06,16-May-06
5531,15-May-06,24-Oct-06,25-Oct-06
5532,15-May-06,06-Jun-06,09-Jun-06
5533,15-May-06,09-Jun-06,09-Jun-06
5534,15-May-06,15-May-06,15-May-06
5534,15-May-06,15-May-06,15-May-06
5535,15-May-06,,15-May-06
5537,15-May-06,15-May-06,05-Jun-06
5538,15-May-06,15-May-06,
5538,15-May-06,15-May-06,
5539,15-May-06,15-May-06,
5541,16-May-06,16-May-06,16-May-06
5542,16-May-06,16-May-06,30-May-06
5542,16-May-06,16-May-06,30-May-06
5542,16-May-06,16-May-06,30-May-06
5543,16-May-06,,16-May-06
5545,16-May-06,16-May-06,25-May-06
5546,17-May-06,17-May-06,17-May-06
5547,17-May-06,17-May-06,18-May-06
5548,17-May-06,17-May-06,18-May-06
5549,17-May-06,01-Jun-06,07-Jun-06
5551,17-May-06,31-May-06,31-May-06
5552,17-May-06,17-May-06,14-Mar-08
5552,17-May-06,17-May-06,14-Mar-08
5553,17-May-06,17-May-06,18-May-06
5554,18-May-06,18-May-06,18-May-06
5556,18-May-06,13-Jun-06,16-Jun-06
5558,19-May-06,19-May-06,22-May-06
5560,19-May-06,25-May-06,26-May-06
5561,19-May-06,19-May-06,26-May-06
5562,19-May-06,22-May-06,14-Sep-06
5565,22-May-06,23-May-06,23-May-06
5566,22-May-06,22-May-06,24-May-06
5567,22-May-06,22-May-06,24-May-06
5568,22-May-06,24-May-06,24-May-06
5569,22-May-06,25-May-06,05-Jun-06
5570,22-May-06,24-May-06,25-May-06
5575,22-May-06,16-Jan-07,09-Feb-07
5577,22-May-06,22-May-06,30-May-06
5578,22-May-06,22-May-06,05-Jun-06
1735,26-Feb-04,26-Feb-04,11-Jan-05
1742,26-Feb-04,26-Feb-04,07-Jan-05
1971,20-May-04,20-May-04,24-Jan-05
2134,23-Jun-04,30-May-05,23-Jun-04
2251,28-Jul-04,06-Aug-04,02-Jun-05
2283,10-Aug-04,10-Aug-04,11-Aug-04
2400,02-Sep-04,04-Sep-04,02-Jun-05
2451,10-Sep-04,09-Sep-04,10-Sep-04
2475,16-Sep-04,16-Sep-04,02-Jun-05
2499,24-Sep-04,24-Sep-04,06-Jan-05
2502,24-Sep-04,24-Sep-04,11-Jan-05
2546,04-Oct-04,04-Oct-04,07-Oct-04
2548,05-Oct-04,05-Oct-04,07-Oct-04
2549,05-Oct-04,05-Oct-04,12-Oct-04
2550,06-Oct-04,06-Oct-04,07-Oct-04
2551,06-Oct-04,06-Oct-04,11-Oct-04
2552,06-Oct-04,06-Oct-04,21-Jan-05
2554,06-Oct-04,06-Oct-04,06-Oct-04
2555,06-Oct-04,06-Oct-04,06-Oct-04
2557,06-Oct-04,06-Oct-04,06-Oct-04
2558,07-Oct-04,07-Oct-04,06-Jan-05
2561,11-Oct-04,11-Oct-04,11-Oct-04
2563,11-Oct-04,11-Oct-04,11-Oct-04
2564,11-Oct-04,11-Oct-04,11-Oct-04
2566,11-Oct-04,11-Oct-04,11-Oct-04
2568,12-Oct-04,12-Oct-04,14-Jan-05
2569,12-Oct-04,12-Oct-04,14-Oct-04
2570,12-Oct-04,12-Oct-04,21-Oct-04
2571,12-Oct-04,12-Oct-04,03-Nov-04
2581,14-Oct-04,14-Oct-04,18-Oct-04
2583,14-Oct-04,14-Oct-04,14-Oct-04
2585,14-Oct-04,14-Oct-04,26-Oct-04
2586,14-Oct-04,14-Oct-04,20-Oct-04
2588,14-Oct-04,14-Oct-04,14-Dec-04
2589,15-Oct-04,15-Oct-04,21-Oct-04
2597,20-Oct-04,20-Oct-04,20-Oct-04
2599,22-Oct-04,22-Oct-04,27-Oct-04
2602,28-Oct-04,28-Oct-04,06-Jan-05
2603,01-Nov-04,01-Nov-04,01-Nov-04
2604,02-Nov-04,02-Nov-04,10-Nov-04
2606,02-Nov-04,02-Nov-04,06-Jan-05
2607,02-Nov-04,02-Nov-04,09-Nov-04
2608,02-Nov-04,02-Nov-04,09-Nov-04
5581,24-May-06,24-May-06,26-May-06
5581,24-May-06,24-May-06,26-May-06
5581,24-May-06,24-May-06,26-May-06
5583,24-May-06,24-May-06,05-Jun-06
5584,24-May-06,24-May-06,25-May-06
5584,24-May-06,24-May-06,25-May-06
5585,24-May-06,24-May-06,25-Jul-06
5586,25-May-06,25-May-06,25-May-06
5586,25-May-06,25-May-06,25-May-06
5587,25-May-06,09-Jun-06,09-Jun-06
5588,25-May-06,25-May-06,25-May-06
5589,25-May-06,25-May-06,26-May-06
5589,25-May-06,25-May-06,26-May-06
5590,25-May-06,25-May-06,25-Jul-06
5590,25-May-06,25-May-06,25-Jul-06
5591,25-May-06,25-May-06,25-May-06
5592,25-May-06,29-Jun-06,20-Mar-07
5593,25-May-06,25-May-06,25-May-06
5595,25-May-06,25-May-06,11-Jan-07
5596,25-May-06,25-May-06,11-Jan-07
5599,25-May-06,25-May-06,25-May-06
5600,25-May-06,25-May-06,25-May-06
5601,25-May-06,25-May-06,22-Feb-07
5602,26-May-06,26-May-06,26-May-06
5602,26-May-06,26-May-06,26-May-06
5604,26-May-06,30-May-06,11-Jul-06
5605,26-May-06,26-May-06,21-Jun-06
5607,26-May-06,26-May-06,07-Jan-08
5607,26-May-06,26-May-06,07-Jan-08
5609,26-May-06,26-May-06,07-Jun-06
5609,26-May-06,26-May-06,07-Jun-06
5610,26-May-06,26-May-06,26-May-06
5612,30-May-06,,30-May-06
5613,30-May-06,30-May-06,05-Jun-06
5614,30-May-06,30-May-06,27-Oct-06
5615,30-May-06,30-May-06,30-May-06
5616,30-May-06,30-May-06,30-May-06
5617,30-May-06,30-May-06,30-May-06
5618,30-May-06,30-May-06,31-May-06
5619,30-May-06,30-May-06,22-Feb-07
5620,30-May-06,30-May-06,09-Jun-06
5621,30-May-06,30-May-06,30-May-06
5622,30-May-06,30-May-06,31-May-06
5622,30-May-06,30-May-06,31-May-06
5624,31-May-06,31-May-06,31-May-06
5625,31-May-06,31-May-06,19-Jun-06
5626,31-May-06,31-May-06,31-May-06
5627,31-May-06,31-May-06,31-May-06
5628,31-May-06,31-May-06,20-Jun-06
5629,31-May-06,31-May-06,31-May-06
5630,31-May-06,31-May-06,31-May-06
5631,31-May-06,31-May-06,31-May-06
5632,31-May-06,31-May-06,31-May-06
5633,01-Jun-06,01-Jun-06,01-Jun-06
5635,01-Jun-06,20-Jun-06,20-Jun-06
5636,01-Jun-06,01-Jun-06,01-Jun-06
5637,01-Jun-06,02-Jun-06,02-Jun-06
5638,01-Jun-06,01-Jun-06,01-Jun-06
5639,01-Jun-06,01-Jun-06,01-Jun-06
5640,01-Jun-06,01-Jun-06,01-Jun-06
5641,01-Jun-06,01-Jun-06,03-Jul-06
5642,01-Jun-06,01-Jun-06,03-Jul-06
5643,01-Jun-06,01-Jun-06,01-Jun-06
5644,01-Jun-06,01-Jun-06,01-Jun-06
5645,01-Jun-06,01-Jun-06,01-Jun-06
5646,01-Jun-06,01-Jun-06,19-Jun-06
5647,01-Jun-06,01-Jun-06,01-Jun-06
5648,01-Jun-06,01-Jun-06,22-Jun-06
5650,02-Jun-06,02-Jun-06,06-Jun-06
5650,02-Jun-06,02-Jun-06,06-Jun-06
5650,02-Jun-06,02-Jun-06,06-Jun-06
5650,02-Jun-06,02-Jun-06,06-Jun-06
5651,02-Jun-06,02-Jun-06,20-Jun-06
5651,02-Jun-06,02-Jun-06,20-Jun-06
5652,02-Jun-06,02-Jun-06,02-Jun-06
5653,02-Jun-06,02-Jun-06,02-Jun-06
5654,02-Jun-06,02-Jun-06,02-Jun-06
5655,02-Jun-06,02-Jun-06,02-Jun-06
5657,02-Jun-06,05-Jun-06,05-Jun-06
5658,02-Jun-06,12-Jun-06,13-May-08
5659,02-Jun-06,13-Jun-06,13-Jun-06
5660,02-Jun-06,20-Jun-06,21-Jun-06
5661,02-Jun-06,02-Jun-06,06-Jun-06
5664,02-Jun-06,02-Jun-06,24-Jul-06
5665,02-Jun-06,02-Jun-06,02-Jun-06
5666,02-Jun-06,13-Jun-06,24-Sep-07
5668,05-Jun-06,05-Jun-06,03-Jul-06
5668,05-Jun-06,05-Jun-06,03-Jul-06
5668,05-Jun-06,05-Jun-06,03-Jul-06
5668,05-Jun-06,05-Jun-06,03-Jul-06
5668,05-Jun-06,05-Jun-06,03-Jul-06
5669,05-Jun-06,07-Jun-06,07-Jun-06
5670,05-Jun-06,09-Jun-06,09-Jun-06
5672,05-Jun-06,05-Jun-06,05-Jun-06
5674,05-Jun-06,09-Jun-06,09-Jun-06
5675,05-Jun-06,25-Oct-06,25-Oct-06
5676,05-Jun-06,20-Jun-06,20-Jun-06
5677,05-Jun-06,05-Sep-06,05-Sep-06
5678,05-Jun-06,20-Jun-06,20-Jun-06
5679,05-Jun-06,05-Jun-06,09-Jun-06
5680,05-Jun-06,05-Jun-06,25-Jul-06
5681,05-Jun-06,05-Jun-06,22-Feb-07
5682,05-Jun-06,05-Jun-06,27-Jun-06
5682,05-Jun-06,05-Jun-06,27-Jun-06
5682,05-Jun-06,05-Jun-06,27-Jun-06
5683,06-Jun-06,06-Jun-06,06-Jun-06
5685,06-Jun-06,06-Jun-06,06-Jun-06
5686,06-Jun-06,09-Jun-06,09-Jun-06
5687,06-Jun-06,06-Jun-06,03-Jul-06
5687,06-Jun-06,06-Jun-06,03-Jul-06
5688,06-Jun-06,06-Jun-06,27-Oct-06
5689,06-Jun-06,,
5691,06-Jun-06,06-Jun-06,06-Jun-06
5692,06-Jun-06,06-Jun-06,06-Jun-06
5693,06-Jun-06,06-Jun-06,22-Jun-06
5694,06-Jun-06,06-Jun-06,19-Jun-06
5695,07-Jun-06,07-Jun-06,07-Jun-06
5696,07-Jun-06,07-Jun-06,07-Jun-06
5697,07-Jun-06,07-Jun-06,07-Jun-06
5697,07-Jun-06,07-Jun-06,07-Jun-06
5698,07-Jun-06,07-Jun-06,07-Jun-06
5699,08-Jun-06,08-Jun-06,08-Jun-06
5700,08-Jun-06,08-Jun-06,13-Jun-06
5701,08-Jun-06,08-Jun-06,08-Jun-06
5701,08-Jun-06,08-Jun-06,08-Jun-06
5703,08-Jun-06,08-Jun-06,20-Jun-06
5706,09-Jun-06,09-Jun-06,
5707,09-Jun-06,09-Jun-06,13-Jun-06
5708,12-Jun-06,12-Jun-06,12-Jun-06
5709,12-Jun-06,13-Jun-06,25-Jul-06
5709,12-Jun-06,13-Jun-06,25-Jul-06
5710,12-Jun-06,12-Jun-06,12-Jun-06
5710,12-Jun-06,12-Jun-06,12-Jun-06
5711,12-Jun-06,12-Jun-06,27-Oct-06
5712,12-Jun-06,12-Jun-06,12-Jun-06
5713,12-Jun-06,12-Jun-06,12-Jun-06
5714,12-Jun-06,12-Jun-06,16-Jun-06
5715,12-Jun-06,12-Jun-06,12-Jun-06
5717,12-Jun-06,12-Jun-06,12-Jun-06
5718,12-Jun-06,,13-Jun-06
5719,12-Jun-06,12-Jun-06,12-Jun-06
5720,12-Jun-06,12-Jun-06,13-Jun-06
5722,13-Jun-06,13-Jun-06,13-Jun-06
5723,13-Jun-06,13-Jun-06,22-Jun-06
5724,13-Jun-06,14-Jun-06,22-Jun-06
5725,13-Jun-06,13-Jun-06,13-Jun-06
5726,13-Jun-06,13-Jun-06,29-Sep-06
5727,14-Jun-06,16-Jun-06,16-Jun-06
5728,14-Jun-06,14-Jun-06,14-Jun-06
5729,14-Jun-06,14-Jun-06,07-Jan-08
5729,14-Jun-06,14-Jun-06,07-Jan-08
5730,15-Jun-06,15-Jun-06,15-Jun-06
5731,15-Jun-06,15-Jun-06,29-Sep-06
5733,15-Jun-06,15-Jun-06,15-Jun-06
5735,15-Jun-06,15-Jun-06,22-Jun-06
5736,15-Jun-06,15-Jun-06,22-Feb-07
5737,15-Jun-06,15-Jun-06,19-Jun-06
5737,15-Jun-06,15-Jun-06,19-Jun-06
5738,15-Jun-06,15-Jun-06,15-Jun-06
5739,15-Jun-06,15-Jun-06,15-Jun-06
5742,16-Jun-06,16-Jun-06,16-Jun-06
5743,16-Jun-06,16-Jun-06,05-Dec-06
5744,16-Jun-06,16-Jun-06,16-Jun-06
5746,16-Jun-06,16-Jun-06,16-Jun-06
5747,16-Jun-06,16-Jun-06,16-Jun-06
5748,16-Jun-06,16-Jun-06,16-Jun-06
5749,19-Jun-06,19-Jun-06,21-Jun-06
5749,19-Jun-06,19-Jun-06,21-Jun-06
5751,19-Jun-06,27-Jun-06,17-Jan-07
5752,21-Jun-06,21-Jun-06,21-Jun-06
5753,19-Jun-06,19-Jun-06,20-Jun-06
5754,19-Jun-06,19-Jun-06,19-Jun-06
5755,19-Jun-06,19-Jun-06,30-Jun-06
5756,19-Jun-06,19-Jun-06,19-Jun-06
5758,19-Jun-06,19-Jun-06,19-Jun-06
5759,20-Jun-06,13-May-08,13-May-08
5760,20-Jun-06,20-Jun-06,20-Jun-06
5761,20-Jun-06,20-Jun-06,30-Jun-06
5761,20-Jun-06,20-Jun-06,30-Jun-06
5762,20-Jun-06,20-Jun-06,20-Jun-06
5763,20-Jun-06,20-Jun-06,03-Jul-06
5764,21-Jun-06,21-Jun-06,21-Jun-06
5765,21-Jun-06,21-Jun-06,21-Jun-06
5766,21-Jun-06,21-Jun-06,22-Jun-06
5767,21-Jun-06,21-Jun-06,21-Jun-06
5768,21-Jun-06,21-Jun-06,21-Jun-06
5769,21-Jun-06,21-Jun-06,21-Jun-06
5771,21-Jun-06,21-Jun-06,22-Feb-07
5771,21-Jun-06,21-Jun-06,22-Feb-07
5771,21-Jun-06,21-Jun-06,22-Feb-07
5772,21-Jun-06,21-Jun-06,21-Jun-06
5773,22-Jun-06,24-Oct-06,
5775,22-Jun-06,22-Jun-06,30-Jun-06
5776,22-Jun-06,22-Jun-06,22-Jun-06
5777,22-Jun-06,22-Jun-06,04-Jul-06
5779,22-Jun-06,23-Jun-06,23-Jun-06
5780,22-Jun-06,26-Sep-06,27-Sep-06
5781,22-Jun-06,22-Jun-06,23-Jun-06
5782,22-Jun-06,22-Jun-06,22-Jun-06
5783,22-Jun-06,22-Jun-06,22-Jun-06
5785,22-Jun-06,22-Jun-06,05-Jul-06
5785,22-Jun-06,22-Jun-06,05-Jul-06
5786,22-Jun-06,22-Jun-06,27-Jun-06
5787,22-Jun-06,22-Jun-06,29-Sep-06
5788,23-Jun-06,23-Jun-06,23-Jun-06
5789,23-Jun-06,23-Jun-06,23-Jun-06
5790,23-Jun-06,23-Jun-06,07-Jan-08
5791,23-Jun-06,23-Jun-06,25-Jul-06
5792,23-Jun-06,23-Jun-06,29-Jun-06
5793,26-Jun-06,26-Jun-06,03-Jul-06
5794,26-Jun-06,26-Jun-06,03-Jul-06
5795,26-Jun-06,26-Jun-06,27-Jun-06
5796,26-Jun-06,26-Jun-06,25-Jul-06
5796,26-Jun-06,26-Jun-06,25-Jul-06
5797,27-Jun-06,27-Jun-06,11-Jan-07
5797,27-Jun-06,27-Jun-06,11-Jan-07
5798,27-Jun-06,27-Jun-06,27-Jun-06
5799,27-Jun-06,27-Jun-06,05-Dec-06
5801,27-Jun-06,27-Jun-06,28-Jun-06
5801,27-Jun-06,27-Jun-06,28-Jun-06
5803,29-Jun-06,29-Jun-06,11-Jul-06
5804,29-Jun-06,29-Jun-06,29-Jun-06
5806,29-Jun-06,29-Jun-06,30-Jun-06
5807,29-Jun-06,29-Jun-06,29-Jun-06
5808,29-Jun-06,29-Jun-06,29-Jun-06
5809,29-Jun-06,29-Jun-06,29-Jun-06
5810,29-Jun-06,29-Jun-06,31-Jan-07
5811,30-Jun-06,30-Jun-06,30-Jun-06
5815,30-Jun-06,04-Jul-06,05-Jul-06
5818,30-Jun-06,30-Jun-06,03-Jul-06
5819,30-Jun-06,30-Jun-06,03-Jul-06
5819,30-Jun-06,30-Jun-06,03-Jul-06
5821,03-Jul-06,03-Jul-06,03-Jul-06
5823,03-Jul-06,03-Jul-06,03-Jul-06
5824,03-Jul-06,03-Jul-06,03-Jul-06
5825,03-Jul-06,03-Jul-06,07-Jul-06
5826,03-Jul-06,03-Jul-06,07-Aug-06
5827,03-Jul-06,03-Jul-06,03-Jul-06
5828,03-Jul-06,04-Jul-06,29-Sep-06
